sensor,time,acc_x,acc_y,acc_z,trial_status
Sensor_0x1D,83954444,2.554,28.03,4.327,
Sensor_0x53,83954700,-10.129,-13.042,-10.224,
Sensor_0x1D,83955642,5.536,8.495,-2.342,
Sensor_0x53,83955734,1.639,9.161,61.796,
Sensor_0x53,83956761,11.838,16.457,59.442,
Sensor_0x1D,83956786,3.182,-23.122,-0.38,
Sensor_0x53,83957801,7.601,6.729,-12.186,
Sensor_0x1D,83957937,-6.781,-23.985,-1.95,
Sensor_0x53,83958829,-3.853,-7.707,-62.553,
Sensor_0x1D,83959075,-1.682,11.398,0.639,
Sensor_0x53,83959863,-13.032,-17.2,-37.526,
Sensor_0x1D,83960216,2.79,26.539,3.385,
Sensor_0x53,83960892,-6.128,-6.53,18.411,
Sensor_0x1D,83961376,4.751,10.142,-1.636,
Sensor_0x53,83961927,4.071,10.73,64.934,
Sensor_0x1D,83962525,4.28,-20.533,-1.322,
Sensor_0x53,83962954,12.701,14.809,37.789,
Sensor_0x1D,83963709,-5.448,-25.318,-1.087,
Sensor_0x53,83964028,6.425,4.767,-21.365,
Sensor_0x1D,83964862,-4.349,9.986,0.639,
Sensor_0x53,83965058,-9.737,-13.12,-66.554,
Sensor_0x1D,83966048,2.319,28.265,5.425,
Sensor_0x53,83966093,-12.718,-16.18,-30.073,
Sensor_0x53,83967124,-2.362,2.806,45.791,
Sensor_0x1D,83967238,6.32,6.769,-3.126,
Sensor_0x53,83968159,9.641,14.809,68.464,
Sensor_0x1D,83968400,4.437,-16.924,-2.028,
Sensor_0x53,83969191,10.661,10.808,10.487,
Sensor_0x1D,83969571,-4.899,-26.574,-0.38,
Sensor_0x53,83970233,1.561,-2.058,-47.019,
Sensor_0x1D,83970704,-7.095,7.789,1.424,
Sensor_0x53,83971261,-12.483,-17.121,-54.55,
Sensor_0x1D,83971866,2.633,27.716,4.17,
Sensor_0x53,83972295,-9.423,-11.708,-3.556,
Sensor_0x1D,83973043,3.339,17.125,0.718,
Sensor_0x53,83973326,-1.264,5.316,53.558,
Sensor_0x1D,83974253,5.065,-13.001,-2.577,
Sensor_0x53,83974362,13.093,17.006,55.598,
Sensor_0x53,83975389,9.249,9.71,1.23,
Sensor_0x1D,83975445,-3.957,-27.829,0.169,
Sensor_0x53,83976425,-5.265,-8.648,-65.299,
Sensor_0x1D,83976628,-9.684,4.651,1.424,
Sensor_0x53,83977462,-13.189,-17.435,-48.117,
Sensor_0x1D,83977765,2.947,26.147,2.679,
Sensor_0x53,83978536,-5.186,-4.176,23.903,
Sensor_0x1D,83978904,4.751,11.084,-1.087,
Sensor_0x53,83979568,5.64,11.514,67.209,
Sensor_0x1D,83980042,5.065,-9.628,-2.734,
Sensor_0x53,83980599,11.838,13.868,31.67,
Sensor_0x1D,83981215,-3.251,-28.927,1.032,
Sensor_0x53,83981625,5.326,3.277,-26.621,
Sensor_0x1D,83982390,-10.94,1.277,0.561,
Sensor_0x53,83982660,-6.912,-10.845,-66.868,
Sensor_0x1D,83983600,3.025,24.656,2.13,
Sensor_0x53,83983688,-11.698,-15.003,-24.032,
Sensor_0x53,83984725,-4.402,-1.823,32.297,
Sensor_0x1D,83984784,3.653,14.144,-0.38,
Sensor_0x53,83985755,10.583,16.065,66.503,
Sensor_0x1D,83985934,4.594,-16.139,-2.106,
Sensor_0x53,83986790,11.524,12.534,23.589,
Sensor_0x1D,83987072,-4.506,-26.574,0.169,
Sensor_0x53,83987816,-0.008,-4.098,-52.668,
Sensor_0x1D,83988213,-11.489,-1.626,0.326,
Sensor_0x53,83988856,-11.306,-15.866,-61.611,
Sensor_0x1D,83989374,3.261,23.872,1.345,
Sensor_0x53,83989884,-11.306,-14.297,-16.187,
Sensor_0x1D,83990522,3.025,17.595,0.875,
Sensor_0x53,83990918,0.541,7.592,57.795,
Sensor_0x1D,83991706,5.222,-12.217,-2.577,
Sensor_0x53,83991947,10.975,16.221,63.286,
Sensor_0x1D,83992860,-3.722,-28.064,0.482,
Sensor_0x53,83992984,8.386,8.376,-5.439,
Sensor_0x53,83994012,-1.97,-6.373,-58.865,
Sensor_0x1D,83994048,-10.312,4.415,0.875,
Sensor_0x53,83995047,-13.267,-17.749,-43.332,
Sensor_0x1D,83995237,2.947,23.244,0.169,
Sensor_0x53,83996074,-6.677,-8.334,11.664,
Sensor_0x1D,83996400,2.633,21.047,1.895,
Sensor_0x53,83997107,2.502,9.239,61.953,
Sensor_0x1D,83997571,4.908,-9.628,-3.205,
Sensor_0x53,83998138,13.172,16.378,43.908,
Sensor_0x1D,83998703,-3.251,-29.32,1.189,
Sensor_0x53,83999179,6.895,6.023,-14.775,
Sensor_0x1D,83999866,-11.175,-7.039,-1.008,
Sensor_0x53,84000212,-8.795,-12.1,-67.103,
Sensor_0x1D,84001043,3.261,21.675,-0.224,
Sensor_0x53,84001250,-12.875,-16.807,-35.8,
Sensor_0x1D,84002253,2.633,23.636,2.993,
Sensor_0x53,84002278,-3.304,0.139,38.574,
Sensor_0x53,84003310,9.014,14.26,69.013,
Sensor_0x1D,84003445,4.908,-7.98,-3.754,
Sensor_0x53,84004342,10.74,11.671,17.234,
Sensor_0x1D,84004628,-1.996,-30.418,1.267,
Sensor_0x53,84005375,2.973,0.06,-40.9,
Sensor_0x1D,84005765,-11.724,-1.704,0.953,
Sensor_0x53,84006402,-10.364,-13.748,-66.161,
Sensor_0x1D,84006904,3.025,23.872,1.189,
Sensor_0x53,84007436,-10.443,-12.806,-10.067,
Sensor_0x1D,84008042,2.084,23.558,3.385,
Sensor_0x53,84008475,-2.362,3.277,47.203,
Sensor_0x1D,84009215,5.3,-6.725,-4.225,
Sensor_0x53,84009512,12.387,16.849,59.442,
Sensor_0x1D,84010390,-0.427,-30.575,1.424,
Sensor_0x53,84010543,10.112,10.416,8.448,
Sensor_0x53,84011575,-4.088,-7.628,-62.239,
Sensor_0x1D,84011600,-11.489,-4.293,-0.067,
Sensor_0x53,84012601,-12.718,-17.357,-52.981,
Sensor_0x1D,84012784,3.261,23.087,0.482,
Sensor_0x53,84013634,-8.795,-11.865,-1.987,
Sensor_0x1D,84013934,2.711,21.283,2.287,
Sensor_0x53,84014661,4.463,10.573,66.424,
Sensor_0x1D,84015072,4.908,-9.392,-3.126,
Sensor_0x53,84015695,12.622,16.065,53.95,
Sensor_0x1D,84016213,0.515,-29.084,1.267,
Sensor_0x53,84016728,6.582,4.846,-21.051,
Sensor_0x1D,84017376,-10.547,-7.431,-0.851,
Sensor_0x53,84017763,-5.971,-9.354,-65.848,
Sensor_0x1D,84018541,3.104,21.518,-0.38,
Sensor_0x53,84018790,-12.875,-16.101,-30.465,
Sensor_0x1D,84019710,2.633,23.323,2.993,
Sensor_0x53,84019825,-5.265,-3.784,26.649,
Sensor_0x53,84020852,6.582,11.828,67.13,
Sensor_0x1D,84020866,5.065,-8.059,-3.832,
Sensor_0x53,84021885,12.544,13.946,30.336,
Sensor_0x1D,84022044,-1.682,-30.575,1.189,
Sensor_0x53,84022916,5.091,2.884,-28.818,
Sensor_0x1D,84023251,-10.233,-11.118,-1.479,
Sensor_0x53,84023950,-10.757,-14.611,-64.671,
Sensor_0x1D,84024414,2.633,18.38,-0.93,
Sensor_0x53,84024981,-11.933,-14.924,-22.463,
Sensor_0x1D,84025592,2.241,23.636,3.621,
Sensor_0x53,84026050,-1.028,5.63,52.46,
Sensor_0x1D,84026724,4.594,-5.705,-3.754,
Sensor_0x53,84027077,10.583,15.986,66.189,
Sensor_0x1D,84027879,2.241,-25.632,0.561,
Sensor_0x53,84028111,9.014,9.318,1.387,
Sensor_0x1D,84029056,-9.292,-15.904,-2.028,
Sensor_0x53,84029142,-0.479,-4.569,-53.923,
Sensor_0x53,84030180,-11.306,-16.494,-60.984,
Sensor_0x1D,84030266,1.456,15.32,-0.694,
Sensor_0x53,84031212,-7.383,-9.982,4.839,
Sensor_0x1D,84031457,2.476,24.342,3.934,
Sensor_0x53,84032250,0.619,7.827,58.971,
Sensor_0x1D,84032641,5.143,-3.43,-3.911,
Sensor_0x53,84033277,13.25,16.535,48.929,
Sensor_0x1D,84033778,0.75,-29.084,1.345,
Sensor_0x53,84034310,7.837,7.984,-7.557,
Sensor_0x1D,84034916,-11.018,-8.137,-0.93,
Sensor_0x53,84035341,-7.697,-10.61,-66.789,
Sensor_0x1D,84036056,0.436,13.045,-0.38,
Sensor_0x53,84036375,-13.502,-17.513,-41.213,
Sensor_0x1D,84037229,2.476,25.912,4.641,
Sensor_0x53,84037402,-6.363,-8.334,13.625,
Sensor_0x1D,84038400,5.771,0.1,-3.989,
Sensor_0x53,84038437,7.837,13.632,69.092,
Sensor_0x53,84039475,12.23,15.202,41.633,
Sensor_0x1D,84039623,1.77,-27.201,1.11,
Sensor_0x53,84040512,4.228,1.629,-34.623,
Sensor_0x1D,84040765,-9.998,-11.981,-1.714,
Sensor_0x53,84041544,-9.109,-12.649,-67.024,
Sensor_0x1D,84041908,2.398,18.066,-0.773,
Sensor_0x53,84042576,-11.384,-13.983,-16.344,
Sensor_0x1D,84043064,2.319,23.558,3.778,
Sensor_0x53,84043602,-3.225,0.845,40.849,
Sensor_0x1D,84044216,6.32,3.474,-3.597,
Sensor_0x53,84044635,9.641,14.809,68.386,
Sensor_0x1D,84045376,2.319,-25.554,0.875,
Sensor_0x53,84045663,10.897,11.985,15.587,
Sensor_0x1D,84046522,-8.9,-16.845,-2.577,
Sensor_0x53,84046697,2.11,-0.803,-42.861,
Sensor_0x1D,84047708,1.378,14.614,-0.616,
Sensor_0x53,84047727,-12.169,-16.415,-57.453,
Sensor_0x53,84048762,-10.443,-12.806,-7.949,
Sensor_0x1D,84048865,2.319,24.264,4.327,
Sensor_0x53,84049789,2.502,8.768,62.109,
Sensor_0x1D,84050056,5.065,-2.959,-3.832,
Sensor_0x53,84050827,12.23,16.614,58.579,
Sensor_0x1D,84051244,0.907,-28.692,1.424,
Sensor_0x53,84051855,7.131,6.101,-14.147,
Sensor_0x1D,84052406,-7.723,-21.16,-2.342,
Sensor_0x53,84052888,-4.323,-7.393,-63.337,
Sensor_0x1D,84053580,0.201,12.574,-0.145,
Sensor_0x53,84053920,-13.189,-17.435,-51.569,
Sensor_0x1D,84054716,2.633,26.147,5.268,
Sensor_0x53,84054953,-5.814,-5.745,20.137,
Sensor_0x1D,84055872,6.085,0.806,-3.597,
Sensor_0x53,84055984,4.542,10.73,66.189,
Sensor_0x53,84057024,12.858,14.574,35.828,
Sensor_0x1D,84057051,2.084,-26.417,1.345,
Sensor_0x53,84058052,5.954,4.218,-22.777,
Sensor_0x1D,84058262,-6.232,-23.906,-1.95,
Sensor_0x53,84059085,-10.129,-13.748,-66.318,
Sensor_0x1D,84059453,-1.054,11.476,0.639,
Sensor_0x53,84060115,-12.247,-15.866,-27.955,
Sensor_0x1D,84060636,3.025,27.716,5.111,
Sensor_0x53,84061151,-5.265,-3.627,28.218,
Sensor_0x1D,84061773,6.32,3.788,-3.597,
Sensor_0x53,84062185,10.504,15.594,68.464,
Sensor_0x1D,84062912,2.633,-25.554,0.482,
Sensor_0x53,84063223,11.759,13.24,27.825,
Sensor_0x1D,84064051,-8.429,-17.081,-2.656,
Sensor_0x53,84064251,1.09,-2.137,-48.98,
Sensor_0x1D,84065224,-4.585,9.672,0.875,
Sensor_0x53,84065287,-10.913,-15.238,-63.886,
Sensor_0x53,84066317,-9.423,-11.473,-1.987,
Sensor_0x1D,84066396,2.319,27.716,4.641,
Sensor_0x53,84067350,-0.871,6.101,55.127,
Sensor_0x1D,84067618,6.242,6.455,-3.126,
Sensor_0x53,84068376,10.897,15.515,65.091,
Sensor_0x1D,84068759,3.104,-24.22,-0.067,
Sensor_0x53,84069411,9.484,9.553,-0.339,
Sensor_0x1D,84069902,-7.723,-21.553,-2.577,
Sensor_0x53,84070439,-0.95,-5.275,-55.806,
Sensor_0x1D,84071057,0.279,12.339,-0.145,
Sensor_0x53,84071483,-13.267,-17.592,-46.94,
Sensor_0x1D,84072209,2.319,26.461,5.19,
Sensor_0x53,84072517,-7.383,-9.511,6.8,
Sensor_0x1D,84073370,5.693,8.573,-2.263,
Sensor_0x53,84073553,6.503,11.671,67.758,
Sensor_0x1D,84074515,3.339,-22.259,-0.38,
Sensor_0x53,84074578,13.093,15.829,47.125,
Sensor_0x53,84075611,7.837,7.905,-9.597,
Sensor_0x1D,84075702,-6.468,-24.22,-1.95,
Sensor_0x53,84076637,-7.697,-10.766,-67.024,
Sensor_0x1D,84076860,-2.074,11.084,0.561,
Sensor_0x53,84077671,-13.502,-17.2,-39.566,
Sensor_0x1D,84078047,2.241,27.716,4.954,
Sensor_0x53,84078703,-4.245,-0.96,34.494,
Sensor_0x1D,84079236,6.085,4.18,-2.969,
Sensor_0x53,84079738,8.072,13.632,69.092,
Sensor_0x1D,84080391,4.045,-19.984,-1.4,
Sensor_0x53,84080765,11.759,11.907,21.628,
Sensor_0x1D,84081533,-5.448,-25.632,-1.008,
Sensor_0x53,84081801,3.757,1.002,-36.663,
Sensor_0x1D,84082685,-5.212,9.436,1.032,
Sensor_0x53,84082830,-9.109,-12.885,-66.946,
Sensor_0x1D,84083841,2.084,28.187,4.641,
Sensor_0x53,84083863,-11.149,-13.199,-14.147,
Sensor_0x53,84084893,-2.911,1.629,42.653,
Sensor_0x1D,84085030,5.849,7.318,-2.42,
Sensor_0x53,84085929,11.681,16.771,62.502,
Sensor_0x1D,84086206,4.437,-15.826,-2.342,
Sensor_0x53,84086957,10.661,11.2,13.469,
Sensor_0x1D,84087392,-4.663,-26.652,-0.145,
Sensor_0x53,84087996,-2.127,-7.079,-60.042,
Sensor_0x1D,84088594,-8.037,7.553,1.424,
Sensor_0x53,84089024,-12.09,-16.886,-56.355,
Sensor_0x1D,84089750,2.554,27.794,4.248,
Sensor_0x53,84090057,-6.677,-8.021,13.704,
Sensor_0x1D,84090903,5.379,9.515,-1.871,
Sensor_0x53,84091088,2.816,9.788,64.071,
Sensor_0x1D,84092059,3.81,-22.023,-1.008,
Sensor_0x53,84092124,11.995,16.614,56.932,
Sensor_0x53,84093151,6.895,6.336,-16.344,
Sensor_0x1D,84093200,-3.957,-27.829,0.482,
Sensor_0x53,84094228,-4.402,-8.334,-64.043,
Sensor_0x1D,84094391,-10.233,4.337,1.267,
Sensor_0x53,84095256,-12.796,-16.572,-34.074,
Sensor_0x1D,84095590,2.711,26.225,2.758,
Sensor_0x53,84096291,-5.814,-5.196,21.941,
Sensor_0x1D,84096785,4.516,10.849,-1.636,
Sensor_0x53,84097322,9.406,14.26,68.7,
Sensor_0x1D,84097928,3.731,-19.591,-2.263,
Sensor_0x53,84098356,12.309,14.26,33.866,
Sensor_0x1D,84099084,-5.134,-25.554,-1.322,
Sensor_0x53,84099382,2.424,-0.646,-42.626,
Sensor_0x1D,84100236,-5.683,9.593,0.718,
Sensor_0x53,84100421,-10.05,-13.983,-65.926,
Sensor_0x1D,84101392,3.025,24.656,1.581,
Sensor_0x53,84101454,-10.443,-12.649,-8.341,
Sensor_0x53,84102531,-1.891,3.983,49.243,
Sensor_0x1D,84102538,3.496,14.065,-0.302,
Sensor_0x53,84103562,10.347,15.986,68.307,
Sensor_0x1D,84103725,4.28,-15.433,-2.106,
Sensor_0x53,84104592,10.112,10.416,6.486,
Sensor_0x1D,84104874,-4.036,-26.338,-0.067,
Sensor_0x53,84105618,0.541,-3.313,-50.392,
Sensor_0x1D,84106061,-8.037,7.24,1.267,
Sensor_0x53,84106651,-12.796,-17.592,-52.04,
Sensor_0x1D,84107249,2.633,27.873,3.778,
Sensor_0x53,84107681,-8.717,-10.923,0.21,
Sensor_0x1D,84108411,3.261,18.066,1.189,
Sensor_0x53,84108715,4.385,10.73,66.032,
Sensor_0x1D,84109585,5.457,-11.824,-2.734,
Sensor_0x53,84109748,13.407,16.3,53.323,
Sensor_0x1D,84110720,-3.879,-27.594,0.639,
Sensor_0x53,84110781,8.621,8.455,-2.85,
Sensor_0x53,84111808,-5.814,-9.276,-66.005,
Sensor_0x1D,84111877,-10.469,3.945,1.345,
Sensor_0x53,84112842,-13.659,-17.592,-45.293,
Sensor_0x1D,84113051,2.554,25.833,2.679,
Sensor_0x53,84113870,-4.794,-3.235,27.433,
Sensor_0x1D,84114244,4.202,11.711,-1.636,
Sensor_0x53,84114902,6.66,12.377,68.307,
Sensor_0x1D,84115436,4.83,-9.549,-3.362,
Sensor_0x53,84115934,11.524,13.319,28.375,
Sensor_0x1D,84116619,-2.937,-29.555,0.639,
Sensor_0x53,84116967,5.013,2.649,-30.151,
Sensor_0x1D,84117760,-11.096,0.414,0.639,
Sensor_0x53,84118000,-8.246,-11.865,-66.946,
Sensor_0x1D,84118902,2.947,24.656,1.816,
Sensor_0x53,84119037,-11.384,-14.689,-20.816,
Sensor_0x1D,84120040,3.496,14.614,0.012,
Sensor_0x53,84120066,-4.01,-0.803,35.828,
Sensor_0x53,84121101,10.897,16.3,65.248,
Sensor_0x1D,84121210,4.83,-8.451,-3.989,
Sensor_0x53,84122132,11.132,11.985,20.294,
Sensor_0x1D,84122390,-1.76,-30.732,1.11,
Sensor_0x53,84123167,-0.871,-5.196,-55.335,
Sensor_0x1D,84123601,-11.253,-2.41,0.012,
Sensor_0x53,84124199,-11.62,-16.023,-59.964,
Sensor_0x1D,84124785,3.261,23.872,0.875,
Sensor_0x53,84125240,-10.678,-13.199,-13.362,
Sensor_0x1D,84125935,2.711,18.772,1.424,
Sensor_0x53,84126270,0.933,8.847,60.384,
Sensor_0x1D,84127073,5.457,-11.275,-2.891,
Sensor_0x53,84127306,11.289,16.614,61.168,
Sensor_0x1D,84128214,-3.251,-27.75,0.796,
Sensor_0x53,84128336,7.837,7.67,-9.126,
Sensor_0x53,84129370,-3.068,-6.922,-60.905,
Sensor_0x1D,84129375,-10.39,3.395,1.424,
Sensor_0x53,84130397,-13.424,-17.278,-40.193,
Sensor_0x1D,84130524,3.104,22.852,0.169,
Sensor_0x53,84131480,-6.599,-7.236,15.038,
Sensor_0x1D,84131709,2.868,21.91,2.444,
Sensor_0x53,84132512,8.229,13.632,68.856,
Sensor_0x1D,84132866,5.065,-9.0,-3.597,
Sensor_0x53,84133545,12.779,15.358,40.456,
Sensor_0x1D,84134044,-2.388,-29.633,0.796,
Sensor_0x53,84134575,3.679,1.08,-35.957,
Sensor_0x1D,84135251,-11.253,0.414,0.875,
Sensor_0x53,84135605,-9.344,-12.492,-66.946,
Sensor_0x1D,84136414,2.947,24.656,1.502,
Sensor_0x53,84136631,-12.953,-16.65,-32.662,
Sensor_0x1D,84137592,2.711,23.323,2.758,
Sensor_0x53,84137666,-3.068,1.629,42.339,
Sensor_0x53,84138695,9.406,14.574,69.013,
Sensor_0x1D,84138724,5.3,-7.823,-3.597,
Sensor_0x53,84139733,10.583,11.436,13.782,
Sensor_0x1D,84139879,-0.819,-30.653,1.424,
Sensor_0x53,84140763,1.953,-0.881,-43.959,
Sensor_0x1D,84141056,-11.253,-2.567,-0.067,
Sensor_0x53,84141798,-12.483,-16.886,-56.59,
Sensor_0x1D,84142266,3.261,23.793,1.267,
Sensor_0x53,84142826,-10.129,-12.257,-6.38,
Sensor_0x1D,84143457,3.025,19.321,1.738,
Sensor_0x53,84143862,-1.342,4.218,49.792,
Sensor_0x1D,84144641,5.379,-10.961,-3.048,
Sensor_0x53,84144889,12.858,16.771,58.187,
Sensor_0x1D,84145778,-0.741,-30.418,1.502,
Sensor_0x53,84145923,9.406,9.788,4.996,
Sensor_0x1D,84146916,-11.332,-5.627,-0.773,
Sensor_0x53,84146952,-4.402,-8.099,-64.122,
Sensor_0x53,84147987,-12.953,-17.278,-50.863,
Sensor_0x1D,84148056,3.182,22.381,0.169,
Sensor_0x53,84149015,-5.657,-5.589,20.765,
Sensor_0x1D,84149229,2.554,22.067,2.836,
Sensor_0x53,84150086,4.699,11.044,66.503,
Sensor_0x1D,84150400,4.986,-8.765,-2.969,
Sensor_0x53,84151115,12.701,14.26,35.2,
Sensor_0x1D,84151623,-2.78,-30.026,0.404,
Sensor_0x53,84152151,5.954,4.218,-23.561,
Sensor_0x1D,84152765,-10.861,-8.765,-1.165,
Sensor_0x53,84153185,-6.834,-10.139,-66.318,
Sensor_0x1D,84153908,3.025,20.263,-0.302,
Sensor_0x53,84154223,-12.169,-15.866,-27.406,
Sensor_0x1D,84155066,2.633,23.323,3.542,
Sensor_0x53,84155252,-5.029,-2.764,28.845,
Sensor_0x1D,84156235,5.457,-7.51,-3.597,
Sensor_0x53,84156287,10.347,15.437,67.444,
Sensor_0x53,84157315,11.367,13.005,27.198,
Sensor_0x1D,84157379,-1.368,-30.732,1.738,
Sensor_0x53,84158349,0.619,-3.078,-49.529,
Sensor_0x1D,84158542,-9.92,-12.452,-1.714,
Sensor_0x53,84159379,-10.992,-15.317,-63.18,
Sensor_0x1D,84159717,2.319,17.674,-0.537,
Sensor_0x53,84160413,-11.463,-14.611,-19.639,
Sensor_0x1D,84160873,2.319,23.636,3.699,
Sensor_0x53,84161440,-0.636,6.336,55.441,
Sensor_0x1D,84162047,4.83,-5.548,-3.597,
Sensor_0x53,84162520,11.053,15.986,64.385,
Sensor_0x1D,84163236,-0.505,-30.104,1.738,
Sensor_0x53,84163550,8.857,9.788,-1.438,
Sensor_0x1D,84164392,-11.489,-6.176,-0.38,
Sensor_0x53,84164586,-0.95,-5.51,-56.512,
Sensor_0x1D,84165534,1.064,14.379,-0.694,
Sensor_0x53,84165614,-13.267,-17.513,-46.47,
Sensor_0x53,84166646,-7.305,-9.354,7.977,
Sensor_0x1D,84166685,2.633,24.499,4.17,
Sensor_0x53,84167673,6.66,11.75,67.993,
Sensor_0x1D,84167841,5.379,-2.489,-3.911,
Sensor_0x53,84168714,13.172,15.908,46.733,
Sensor_0x1D,84169030,0.985,-28.613,1.424,
Sensor_0x53,84169746,7.837,7.199,-10.93,
Sensor_0x1D,84170206,-10.94,-9.236,-1.087,
Sensor_0x53,84170780,-7.932,-10.923,-66.946,
Sensor_0x1D,84171391,3.182,19.949,-0.773,
Sensor_0x53,84171811,-13.346,-17.121,-38.546,
Sensor_0x1D,84172594,2.633,23.401,3.621,
Sensor_0x53,84172847,-4.167,-0.724,35.435,
Sensor_0x1D,84173750,5.143,-6.882,-4.146,
Sensor_0x53,84173877,8.229,13.554,69.013,
Sensor_0x1D,84174903,1.848,-26.495,1.581,
Sensor_0x53,84174916,11.367,12.22,20.765,
Sensor_0x53,84175944,3.679,0.766,-37.605,
Sensor_0x1D,84176059,-9.841,-13.315,-1.793,
Sensor_0x53,84176984,-11.62,-16.18,-60.513,
Sensor_0x1D,84177200,2.319,17.125,-0.616,
Sensor_0x53,84178014,-10.992,-13.512,-13.127,
Sensor_0x1D,84178391,2.554,23.323,3.699,
Sensor_0x53,84179049,-2.833,1.551,43.281,
Sensor_0x1D,84179586,4.83,-4.921,-3.832,
Sensor_0x53,84180076,11.603,16.457,62.423,
Sensor_0x1D,84180782,-0.427,-29.869,1.738,
Sensor_0x53,84181149,10.504,10.337,12.292,
Sensor_0x1D,84181924,-11.41,-6.49,-0.773,
Sensor_0x53,84182183,-2.205,-6.765,-60.513,
Sensor_0x1D,84183080,1.221,14.065,-0.694,
Sensor_0x53,84183224,-12.247,-16.886,-55.57,
Sensor_0x1D,84184232,2.554,24.813,4.405,
Sensor_0x53,84184255,-6.442,-7.471,14.253,
Sensor_0x53,84185291,2.973,9.474,63.835,
Sensor_0x1D,84185388,5.693,-2.41,-3.519,
Sensor_0x53,84186321,13.015,15.123,41.241,
Sensor_0x1D,84186534,1.535,-28.221,1.895,
Sensor_0x53,84187360,6.817,5.552,-17.207,
Sensor_0x1D,84187721,-10.547,-9.942,-2.106,
Sensor_0x53,84188389,-4.48,-8.648,-64.828,
Sensor_0x1D,84188872,-0.427,12.104,-0.38,
Sensor_0x53,84189424,-12.718,-16.023,-33.368,
Sensor_0x1D,84190060,2.084,26.618,4.876,
Sensor_0x53,84190462,-6.128,-5.275,22.491,
Sensor_0x1D,84191249,6.006,1.748,-3.597,
Sensor_0x53,84191507,9.641,14.652,69.013,
Sensor_0x1D,84192411,1.927,-26.181,0.796,
Sensor_0x53,84192535,12.23,14.26,33.396,
Sensor_0x53,84193575,2.58,-0.724,-43.41,
Sensor_0x1D,84193584,-9.449,-14.335,-1.871,
Sensor_0x53,84194602,-10.207,-14.14,-65.377,
Sensor_0x1D,84194720,-2.388,10.692,0.326,
Sensor_0x53,84195633,-10.678,-12.414,-7.635,
Sensor_0x1D,84195877,2.241,27.637,4.876,
Sensor_0x53,84196663,-1.734,4.218,50.342,
Sensor_0x1D,84197051,6.399,4.808,-3.126,
Sensor_0x53,84197700,10.661,15.202,66.66,
Sensor_0x1D,84198244,2.947,-24.926,0.012,
Sensor_0x53,84198728,10.269,10.337,5.937,
Sensor_0x1D,84199436,-8.037,-18.65,-3.048,
Sensor_0x53,84199764,0.305,-3.313,-51.255,
Sensor_0x1D,84200618,1.064,13.594,-0.694,
Sensor_0x53,84200793,-12.639,-17.357,-51.491,
Sensor_0x1D,84201763,2.084,25.598,4.17,
Sensor_0x53,84201827,-8.481,-10.766,1.073,
Sensor_0x53,84202858,4.542,10.808,66.189,
Sensor_0x1D,84202901,6.085,7.318,-2.656,
Sensor_0x53,84203893,12.858,16.378,52.617,
Sensor_0x1D,84204038,3.496,-23.279,-0.38,
Sensor_0x53,84204920,8.7,8.298,-3.791,
Sensor_0x1D,84205211,-7.017,-22.494,-2.734,
Sensor_0x53,84205959,-6.363,-9.668,-66.318,
Sensor_0x1D,84206388,-0.741,12.104,-0.302,
Sensor_0x53,84206987,-13.346,-17.357,-44.744,
Sensor_0x1D,84207598,2.162,27.01,4.876,
Sensor_0x53,84208023,-4.951,-2.843,28.688,
Sensor_0x1D,84208782,6.791,2.297,-3.519,
Sensor_0x53,84209054,6.895,12.377,68.386,
Sensor_0x1D,84209932,2.398,-25.711,0.169,
Sensor_0x53,84210089,11.916,13.005,27.512,
Sensor_0x1D,84211070,-5.448,-25.005,-2.028,
Sensor_0x53,84211116,4.856,2.335,-31.171,
Sensor_0x53,84212153,-8.325,-11.629,-67.26,
Sensor_0x1D,84212211,-2.937,11.005,0.482,
Sensor_0x53,84213187,-11.855,-14.14,-19.56,
Sensor_0x1D,84213372,2.162,28.03,4.876,
Sensor_0x53,84214226,-4.245,-0.489,36.691,
Sensor_0x1D,84214520,6.634,5.121,-3.283,
Sensor_0x53,84215256,10.897,16.3,65.405,
Sensor_0x1D,84215704,3.261,-25.083,0.09,
Sensor_0x53,84216289,10.818,11.75,19.039,
Sensor_0x1D,84216860,-4.899,-25.318,-0.773,
Sensor_0x53,84217317,-0.95,-5.118,-56.119,
Sensor_0x1D,84218048,-5.84,9.279,1.267,
Sensor_0x53,84218389,-11.62,-16.101,-59.336,
Sensor_0x1D,84219238,2.084,28.108,4.405,
Sensor_0x53,84219419,-7.305,-9.433,7.349,
Sensor_0x1D,84220400,6.006,7.161,-2.734,
Sensor_0x53,84220459,1.482,8.533,60.384,
Sensor_0x53,84221501,12.936,15.829,46.733,
Sensor_0x1D,84221572,3.417,-23.436,-0.537,
Sensor_0x53,84222536,7.758,7.356,-9.754,
Sensor_0x1D,84222704,-6.468,-22.808,-2.028,
Sensor_0x53,84223564,-3.225,-6.687,-61.062,
Sensor_0x1D,84223866,-8.743,6.769,1.424,
Sensor_0x53,84224597,-12.953,-16.964,-39.33,
Sensor_0x1D,84225043,2.319,27.01,3.934,
Sensor_0x53,84225624,-6.285,-7.236,16.293,
Sensor_0x1D,84226253,5.143,9.279,-2.028,
Sensor_0x53,84226657,8.7,13.632,68.621,
Sensor_0x1D,84227445,4.124,-21.239,-1.322,
Sensor_0x53,84227687,12.701,14.888,39.437,
Sensor_0x1D,84228628,-5.526,-24.612,-1.636,
